Entrez ID	Type
7177	best inferred
7179	inferred
92335	best inferred
343472	not inferred
221035	not inferred
729759	not inferred
7170	inferred
221037	best inferred
285966	not inferred
107984085	not inferred
80349	landmark
107984086	not inferred
7172	best inferred
93661	not inferred
7171	best inferred
100128927	not inferred
7174	best inferred
54084	not inferred
79364	best inferred
7173	best inferred
79363	inferred
729756	not inferred
79366	best inferred
79365	best inferred
81688	best inferred
79368	best inferred
81689	best inferred
80352	best inferred
79369	best inferred
107984084	not inferred
221044	not inferred
93659	not inferred
80351	best inferred
80350	inferred
102725070	not inferred
7187	best inferred
7186	best inferred
7189	best inferred
7188	best inferred
91039	not inferred
285971	not inferred
342132	not inferred
285973	not inferred
646951	not inferred
92369	not inferred
54093	best inferred
7181	best inferred
7180	best inferred
54097	not inferred
7182	best inferred
7185	best inferred
246329	not inferred
7184	best inferred
728458	not inferred
246330	not inferred
221074	not inferred
80380	best inferred
342125	not inferred
80381	not inferred
344787	not inferred
646960	not inferred
728441	not inferred
92359	not inferred
343450	not inferred
646962	not inferred
222389	not inferred
285989	not inferred
728448	best inferred
221060	not inferred
221061	best inferred
105373311	not inferred
105373310	not inferred
730755	not inferred
105373316	not inferred
105373314	not inferred
105375975	not inferred
91057	not inferred
91056	not inferred
91050	not inferred
257044	not inferred
100996517	not inferred
729722	not inferred
221092	inferred
284656	not inferred
284654	not inferred
221091	not inferred
105373347	not inferred
115908	not inferred
221079	not inferred
92370	not inferred
221078	best inferred
284649	inferred
283316	not inferred
102725035	not inferred
102725034	not inferred
283310	not inferred
344758	not inferred
344752	not inferred
729747	not inferred
728419	not inferred
100286963	not inferred
91074	not inferred
257019	not inferred
102725021	not inferred
102725023	not inferred
284630	not inferred
343413	not inferred
92399	not inferred
728400	not inferred
285941	not inferred
728405	not inferred
728403	not inferred
102725015	not inferred
343406	not inferred
643008	not inferred
105372022	not inferred
103910	best inferred
100506658	not inferred
81849	inferred
56890	best inferred
56891	inferred
100506650	not inferred
81846	not inferred
81847	best inferred
81848	best inferred
56896	not inferred
56897	inferred
81853	best inferred
56898	best inferred
81854	inferred
55561	not inferred
56899	inferred
81855	best inferred
55568	best inferred
56892	best inferred
55567	inferred
56893	inferred
121275	not inferred
56894	inferred
81850	inferred
121278	not inferred
55565	best inferred
56895	best inferred
81851	inferred
81839	best inferred
121274	not inferred
652764	not inferred
121273	not inferred
55571	not inferred
145264	not inferred
145258	not inferred
121268	not inferred
55573	best inferred
55572	not inferred
81844	not inferred
55578	best inferred
55577	best inferred
55576	inferred
375593	not inferred
100037417	not inferred
92521	not inferred
374286	inferred
121260	not inferred
145270	not inferred
55582	not inferred
55586	not inferred
55585	best inferred
81875	best inferred
55584	inferred
81876	best inferred
81870	inferred
55589	best inferred
81871	not inferred
55588	not inferred
81872	not inferred
121256	not inferred
171558	inferred
81873	best inferred
387597	not inferred
374291	best inferred
160897	not inferred
145282	not inferred
55593	not inferred
81856	inferred
205428	not inferred
55592	best inferred
81857	best inferred
55591	inferred
81858	best inferred
55596	best inferred
79541	not inferred
79544	not inferred
55599	not inferred
171546	best inferred
79549	not inferred
158586	inferred
158584	not inferred
158521	not inferred
134553	not inferred
135886	not inferred
147872	not inferred
79571	best inferred
81889	not inferred
79570	best inferred
146540	not inferred
79573	best inferred
79572	best inferred
79575	best inferred
79574	inferred
79577	best inferred
79576	not inferred
81892	best inferred
81894	best inferred
81890	best inferred
135892	not inferred
158511	not inferred
81887	inferred
81888	best inferred
146542	best inferred
79568	best inferred
79567	best inferred
146547	not inferred
92565	not inferred
79591	best inferred
338596	not inferred
79590	best inferred
146562	inferred
338599	not inferred
79595	best inferred
79594	best inferred
169200	not inferred
146556	not inferred
100302652	not inferred
79596	best inferred
79598	best inferred
145226	not inferred
160857	not inferred
92552	inferred
160851	not inferred
91227	inferred
92558	best inferred
79582	best inferred
79581	best inferred
79583	best inferred
79586	best inferred
79585	inferred
79587	best inferred
79589	best inferred
100506627	not inferred
340895	not inferred
100170229	not inferred
255738	not inferred
339896	not inferred
338567	not inferred
255743	not inferred
102724665	not inferred
56829	best inferred
339883	not inferred
102724655	not inferred
554251	not inferred
102724657	not inferred
338557	not inferred
102724652	not inferred
56832	not inferred
56833	best inferred
55502	not inferred
55501	best inferred
55500	best inferred
55506	best inferred
55505	best inferred
55504	not inferred
55503	inferred
56834	best inferred
55509	best inferred
55508	best inferred
55507	inferred
9810	best inferred
9811	best inferred
102724642	not inferred
554235	not inferred
55512	best inferred
55511	inferred
55510	best inferred
56849	not inferred
9804	best inferred
9801	landmark
55515	inferred
9802	best inferred
9807	best inferred
9805	landmark
255725	not inferred
9806	best inferred
56848	best inferred
9821	best inferred
9820	best inferred
339862	not inferred
102724634	not inferred
55520	inferred
56852	not inferred
56853	not inferred
102724631	not inferred
56850	not inferred
55521	best inferred
56851	best inferred
9814	best inferred
9815	best inferred
55527	not inferred
100820829	not inferred
9812	best inferred
55526	best inferred
9813	landmark
9818	best inferred
9819	best inferred
9816	best inferred
157285	not inferred
9817	landmark
55529	not inferred
8501	best inferred
9832	best inferred
8502	best inferred
9833	landmark
9830	best inferred
8500	inferred
9831	best inferred
102724624	not inferred
339855	not inferred
55531	not inferred
55530	not inferred
202	best inferred
203	best inferred
55534	inferred
204	best inferred
255783	not inferred
205	best inferred
55532	inferred
171568	not inferred
9825	best inferred
55539	inferred
207	landmark
9826	best inferred
54207	best inferred
208	inferred
9823	best inferred
54206	not inferred
9824	best inferred
54205	landmark
55536	not inferred
9829	best inferred
9827	best inferred
9828	best inferred
54209	best inferred
196883	not inferred
9840	inferred
8512	inferred
9843	best inferred
8513	inferred
9844	best inferred
8510	not inferred
9841	best inferred
9842	landmark
339834	not inferred
210	best inferred
54210	best inferred
81831	best inferred
211	landmark
55540	best inferred
81832	not inferred
212	inferred
81833	inferred
213	inferred
214	best inferred
215	best inferred
55544	best inferred
216	best inferred
54212	not inferred
217	best inferred
8505	best inferred
9836	best inferred
170261	not inferred
218	best inferred
8506	best inferred
9837	best inferred
219	best inferred
8503	landmark
9834	inferred
8504	best inferred
55547	not inferred
8509	inferred
254428	not inferred
254427	not inferred
8507	best inferred
255758	not inferred
8508	landmark
9839	best inferred
8520	landmark
9851	landmark
9854	landmark
9855	inferred
8521	inferred
9852	not inferred
169270	not inferred
8522	best inferred
9853	best inferred
554282	not inferred
220	best inferred
55553	not inferred
221	best inferred
54221	inferred
55552	not inferred
56886	best inferred
100652777	not inferred
222	best inferred
223	best inferred
56888	best inferred
171586	best inferred
224	best inferred
225	best inferred
55556	landmark
56882	best inferred
79501	not inferred
226	landmark
339829	not inferred
55554	inferred
56884	not inferred
255762	not inferred
100652775	not inferred
8516	best inferred
9847	landmark
229	best inferred
8517	best inferred
9848	best inferred
8514	best inferred
55559	inferred
8515	best inferred
9846	best inferred
55558	best inferred
352909	not inferred
56889	landmark
254439	not inferred
8518	landmark
9849	best inferred
8519	best inferred
8530	best inferred
9861	best inferred
326624	not inferred
8531	best inferred
9862	best inferred
7200	inferred
9860	best inferred
326625	not inferred
8534	best inferred
9865	not inferred
7201	inferred
8535	best inferred
9866	best inferred
7204	best inferred
8532	not inferred
9863	best inferred
7203	best inferred
8533	best inferred
230	landmark
231	best inferred
238	inferred
100132006	not inferred
239	best inferred
8527	best inferred
9858	best inferred
8528	best inferred
9859	best inferred
8525	best inferred
9856	best inferred
8526	inferred
9857	best inferred
8529	inferred
8541	best inferred
8542	best inferred
9873	best inferred
9870	best inferred
8540	best inferred
9871	best inferred
8545	best inferred
8546	best inferred
9877	best inferred
8543	best inferred
9874	best inferred
8544	best inferred
9875	best inferred
253175	not inferred
240	best inferred
241	best inferred
242	inferred
100652833	not inferred
100289087	not inferred
246	inferred
247	best inferred
248	inferred
249	best inferred
8538	best inferred
9869	best inferred
7205	best inferred
8539	best inferred
8536	best inferred
9867	best inferred
8537	best inferred
9868	landmark
7220	best inferred
8552	inferred
9883	best inferred
8553	landmark
9884	not inferred
7222	inferred
8550	landmark
9881	best inferred
7221	inferred
9882	best inferred
7224	inferred
8556	best inferred
9887	best inferred
7223	best inferred
8557	inferred
7226	best inferred
8554	best inferred
9885	best inferred
7225	best inferred
8555	best inferred
9886	best inferred
250	inferred
9880	best inferred
251	inferred
340900	not inferred
255798	not inferred
257	inferred
100132025	not inferred
258	inferred
259	inferred
8549	best inferred
7216	best inferred
8547	best inferred
9878	best inferred
8548	best inferred
9879	best inferred
8563	best inferred
9894	best inferred
8564	best inferred
9895	best inferred
9892	best inferred
8562	best inferred
8567	best inferred
9898	best inferred
8568	best inferred
9899	best inferred
8565	best inferred
9896	best inferred
8566	best inferred
9897	landmark
253152	not inferred
9890	best inferred
8560	best inferred
9891	best inferred
262	best inferred
265	inferred
266	inferred
267	best inferred
268	inferred
269	inferred
253143	inferred
339906	not inferred
7227	best inferred
8558	best inferred
9889	best inferred
8559	best inferred
8574	landmark
8575	best inferred
8572	best inferred
8573	landmark
8578	best inferred
7248	best inferred
8576	best inferred
7247	best inferred
8577	best inferred
101928764	not inferred
270	best inferred
271	best inferred
8570	best inferred
272	best inferred
273	best inferred
274	best inferred
100289058	not inferred
275	best inferred
123811	not inferred
276	not inferred
277	not inferred
278	not inferred
279	not inferred
102723382	not inferred
102723383	not inferred
100652807	not inferred
8569	landmark
7253	inferred
7252	inferred
7255	not inferred
7254	not inferred
7257	best inferred
7256	not inferred
7259	best inferred
7258	inferred
280	not inferred
8581	best inferred
283	best inferred
284	best inferred
7251	best inferred
285	best inferred
286	best inferred
287	best inferred
288	best inferred
7249	best inferred
123803	best inferred
7264	landmark
7263	best inferred
7266	best inferred
7265	best inferred
7268	best inferred
7267	best inferred
290	best inferred
291	landmark
292	best inferred
293	best inferred
7260	best inferred
7262	best inferred
8590	inferred
100132069	not inferred
102723360	not inferred
100652824	not inferred
7275	inferred
7274	inferred
7277	best inferred
7276	inferred
7278	not inferred
100132071	not inferred
7270	best inferred
253190	inferred
7273	best inferred
100132074	not inferred
7272	best inferred
554313	not inferred
102724682	not inferred
7286	best inferred
100529257	not inferred
7288	inferred
7287	inferred
91133	not inferred
7289	best inferred
134510	not inferred
91137	landmark
101928722	not inferred
7280	best inferred
375519	not inferred
100529251	not inferred
7284	best inferred
7283	best inferred
122525	not inferred
388820	not inferred
7297	best inferred
7296	landmark
7299	best inferred
7298	best inferred
134526	not inferred
101927401	not inferred
7291	best inferred
100529261	not inferred
7290	best inferred
7293	best inferred
7292	inferred
79482	not inferred
91120	inferred
7295	best inferred
7294	best inferred
388813	not inferred
388818	not inferred
147837	not inferred
91156	not inferred
158506	not inferred
100529239	not inferred
92483	inferred
91151	not inferred
92482	best inferred
147841	not inferred
122509	not inferred
388849	not inferred
134548	not inferred
91147	not inferred
101927423	not inferred
100529240	not inferred
134549	not inferred
100529241	not inferred
408050	not inferred
387509	best inferred
91179	not inferred
100529215	not inferred
100506571	not inferred
100506564	not inferred
100506562	not inferred
121227	not inferred
387521	not inferred
100133301	not inferred
387522	not inferred
122553	not inferred
121214	not inferred
123876	not inferred
388886	inferred
123872	best inferred
147808	not inferred
123879	not inferred
147807	not inferred
375567	not inferred
399512	not inferred
91181	not inferred
100506581	not inferred
65003	best inferred
160762	not inferred
93953	not inferred
65005	best inferred
399687	not inferred
65008	not inferred
348094	not inferred
65009	best inferred
160760	not inferred
55681	best inferred
55680	inferred
348093	not inferred
79650	best inferred
79652	best inferred
55684	inferred
79651	best inferred
146456	not inferred
55683	inferred
79654	best inferred
55689	best inferred
79656	best inferred
55687	best inferred
79658	best inferred
387695	not inferred
55686	best inferred
79657	best inferred
399693	not inferred
79659	best inferred
374395	not inferred
104326056	not inferred
374393	not inferred
399694	not inferred
65010	best inferred
374378	not inferred
65012	best inferred
399697	not inferred
92610	not inferred
65018	best inferred
122481	not inferred
387694	not inferred
54361	best inferred
55692	best inferred
54360	inferred
55691	best inferred
55690	best inferred
55696	best inferred
79641	best inferred
55695	best inferred
79640	best inferred
54363	inferred
79643	landmark
55693	best inferred
79642	best inferred
79645	inferred
55699	landmark
79644	inferred
55698	not inferred
79647	best inferred
147798	not inferred
55697	best inferred
79646	best inferred
79649	best inferred
374383	not inferred
79648	best inferred
92609	best inferred
134492	not inferred
93973	best inferred
399668	not inferred
399664	best inferred
93974	best inferred
399665	best inferred
100302736	not inferred
79670	best inferred
613037	not inferred
79672	best inferred
79671	best inferred
79674	not inferred
79673	best inferred
79676	best inferred
79675	best inferred
79677	best inferred
79679	inferred
158471	best inferred
399671	not inferred
91300	best inferred
160777	not inferred
91304	best inferred
121130	not inferred
204219	not inferred
79661	best inferred
79660	not inferred
79663	best inferred
54386	landmark
79665	best inferred
79664	best inferred
79667	best inferred
79666	best inferred
79669	best inferred
79668	best inferred
171425	not inferred
121129	not inferred
158401	not inferred
92667	not inferred
158405	not inferred
79690	best inferred
79692	not inferred
79691	best inferred
79694	best inferred
79693	best inferred
79696	best inferred
79695	best inferred
147746	not inferred
255812	inferred
79698	best inferred
79697	not inferred
205564	inferred
147741	not inferred
79699	not inferred
147744	not inferred
100506736	not inferred
160728	not inferred
65055	best inferred
65057	landmark
65056	not inferred
93981	not inferred
65059	not inferred
93986	not inferred
93980	not inferred
79680	not inferred
100913187	not inferred
79683	best inferred
79682	best inferred
79685	best inferred
79684	best inferred
79686	best inferred
79689	best inferred
91319	not inferred
93979	not inferred
93978	not inferred
133121	not inferred
146429	not inferred
65065	not inferred
91355	best inferred
92689	best inferred
90025	not inferred
158427	not inferred
408263	not inferred
91351	not inferred
146434	not inferred
146433	not inferred
100291323	not inferred
146439	not inferred
90019	not inferred
107080644	not inferred
65062	not inferred
158431	not inferred
65061	not inferred
100506742	not inferred
92675	not inferred
65078	not inferred
90007	not inferred
255809	not inferred
348013	not inferred
338692	not inferred
338699	not inferred
56931	not inferred
55601	best inferred
55600	not inferred
55605	not inferred
56937	best inferred
196792	not inferred
55604	landmark
56938	best inferred
55603	best inferred
55602	best inferred
55609	not inferred
55608	landmark
56934	best inferred
55607	best inferred
56935	best inferred
56936	best inferred
254528	not inferred
349334	not inferred
9910	best inferred
100289009	not inferred
102724788	not inferred
56940	landmark
56941	best inferred
9908	best inferred
56942	best inferred
9909	best inferred
56943	best inferred
55612	best inferred
55611	best inferred
55610	inferred
254531	best inferred
102723451	not inferred
107080638	not inferred
9902	best inferred
55616	best inferred
56948	best inferred
171482	not inferred
9903	landmark
55615	best inferred
56949	best inferred
9900	best inferred
55614	best inferred
9901	best inferred
55613	inferred
340990	not inferred
9906	not inferred
56944	best inferred
9907	best inferred
55619	best inferred
56945	best inferred
9904	best inferred
56946	best inferred
171484	not inferred
9905	best inferred
55617	best inferred
56947	best inferred
171483	not inferred
9920	best inferred
9921	best inferred
338674	not inferred
338675	not inferred
56951	best inferred
56952	not inferred
9919	best inferred
56953	best inferred
56954	best inferred
55623	best inferred
55622	best inferred
55621	best inferred
102724770	not inferred
55620	landmark
56950	best inferred
9913	best inferred
55627	not inferred
340980	not inferred
9914	best inferred
55626	best inferred
9911	best inferred
55625	best inferred
9912	best inferred
55624	best inferred
9917	landmark
56955	inferred
9918	landmark
56956	not inferred
9915	landmark
55629	not inferred
56957	inferred
55628	inferred
8600	inferred
9931	best inferred
8601	best inferred
723790	not inferred
338661	not inferred
338662	not inferred
338667	not inferred
55630	best inferred
338657	not inferred
56963	not inferred
56964	not inferred
56965	best inferred
301	best inferred
55634	best inferred
302	best inferred
55633	inferred
55632	not inferred
304	best inferred
55631	best inferred
56961	not inferred
9924	landmark
55638	best inferred
306	best inferred
9925	best inferred
307	best inferred
9922	best inferred
55636	best inferred
308	best inferred
9923	best inferred
55635	inferred
309	best inferred
9928	landmark
9929	best inferred
56967	best inferred
9926	landmark
9927	best inferred
56969	inferred
8611	best inferred
9942	inferred
8612	best inferred
9943	landmark
266553	not inferred
9940	best inferred
9941	best inferred
81926	best inferred
145173	not inferred
81928	not inferred
81929	best inferred
339983	not inferred
339977	not inferred
55640	best inferred
81930	best inferred
102724751	not inferred
310	landmark
56975	not inferred
81931	best inferred
311	best inferred
81932	best inferred
312	inferred
79612	best inferred
313	best inferred
55644	best inferred
56970	not inferred
79611	best inferred
314	best inferred
55643	best inferred
56971	not inferred
79613	not inferred
494197	not inferred
316	best inferred
8604	best inferred
9935	best inferred
79616	best inferred
317	best inferred
8605	best inferred
9936	best inferred
318	best inferred
8602	best inferred
9933	best inferred
55647	best inferred
79618	inferred
319	inferred
8603	best inferred
9934	best inferred
55646	not inferred
8608	inferred
9939	best inferred
56977	not inferred
8609	best inferred
56978	inferred
9937	best inferred
56979	inferred
8607	landmark
9938	best inferred
9950	best inferred
8622	best inferred
9953	inferred
8623	best inferred
8620	not inferred
9951	not inferred
8621	best inferred
338645	best inferred
339976	not inferred
102723415	not inferred
55652	best inferred
56984	best inferred
320	inferred
55651	best inferred
56985	best inferred
339967	not inferred
321	best inferred
55650	best inferred
56986	best inferred
322	best inferred
56987	best inferred
323	landmark
55656	best inferred
56980	best inferred
324	best inferred
55655	best inferred
56981	inferred
79600	landmark
494188	not inferred
325	inferred
55654	best inferred
79603	best inferred
326	inferred
55653	inferred
56983	best inferred
79602	best inferred
327	best inferred
8615	best inferred
9946	best inferred
54329	best inferred
79605	best inferred
328	best inferred
9947	inferred
54328	inferred
55659	not inferred
329	landmark
8613	best inferred
55658	best inferred
79607	not inferred
8614	best inferred
9945	best inferred
55657	best inferred
79609	best inferred
79608	best inferred
9948	best inferred
8618	inferred
9949	best inferred
9960	best inferred
8630	best inferred
9961	landmark
7301	best inferred
8633	best inferred
8634	best inferred
9965	not inferred
8631	best inferred
9962	best inferred
8632	best inferred
9963	not inferred
102723407	not inferred
56990	not inferred
169166	not inferred
339965	not inferred
330	best inferred
54332	best inferred
55663	best inferred
56995	best inferred
79630	best inferred
255877	not inferred
331	inferred
54331	not inferred
55662	best inferred
56996	best inferred
332	landmark
55661	best inferred
56997	landmark
79632	best inferred
333	best inferred
55660	best inferred
56998	best inferred
79631	best inferred
334	best inferred
55667	best inferred
79634	best inferred
335	inferred
55666	best inferred
56992	best inferred
79633	best inferred
336	inferred
55665	best inferred
56993	best inferred
337	inferred
55664	best inferred
56994	best inferred
79635	best inferred
338	inferred
8626	best inferred
9957	best inferred
339	inferred
9958	best inferred
79637	best inferred
8624	landmark
9955	best inferred
55669	best inferred
8625	best inferred
9956	best inferred
55668	best inferred
79639	best inferred
56999	best inferred
8629	not inferred
9971	inferred
8641	not inferred
9972	best inferred
9970	inferred
8644	best inferred
9975	best inferred
7311	best inferred
8645	best inferred
9976	best inferred
7314	best inferred
8642	best inferred
9973	best inferred
8643	best inferred
55670	best inferred
338620	not inferred
341	best inferred
343	inferred
55672	not inferred
79621	inferred
196743	best inferred
344	inferred
55671	best inferred
102724720	not inferred
345	inferred
79623	best inferred
254552	not inferred
346	not inferred
54346	best inferred
55677	not inferred
79622	best inferred
347	best inferred
54345	best inferred
55676	not inferred
79625	best inferred
348	landmark
54344	best inferred
79624	best inferred
7305	best inferred
8637	not inferred
9968	best inferred
79627	best inferred
8638	best inferred
9969	best inferred
79626	not inferred
7307	best inferred
8635	best inferred
9966	best inferred
79629	best inferred
7306	best inferred
8636	best inferred
9967	best inferred
55679	best inferred
79628	best inferred
8639	best inferred
196740	best inferred
8651	best inferred
9982	best inferred
7321	best inferred
9980	best inferred
7320	best inferred
8650	best inferred
7323	best inferred
8655	best inferred
9986	not inferred
101927353	not inferred
7322	best inferred
9987	best inferred
7325	not inferred
8653	best inferred
9984	best inferred
7324	best inferred
8654	best inferred
9985	best inferred
350	inferred
351	landmark
353	best inferred
354	inferred
355	landmark
356	inferred
357	best inferred
358	best inferred
359	inferred
7316	inferred
8648	best inferred
8649	best inferred
7318	best inferred
8646	best inferred
7317	best inferred
8647	inferred
9978	best inferred
7319	landmark
8662	best inferred
9993	best inferred
8663	not inferred
9994	not inferred
6001	best inferred
7332	best inferred
8660	best inferred
9991	best inferred
6000	best inferred
8661	best inferred
9992	inferred
6003	best inferred
7334	best inferred
8666	best inferred
9997	best inferred
6002	best inferred
8667	best inferred
6005	inferred
7336	best inferred
8664	best inferred
6004	best inferred
7335	not inferred
8665	best inferred
360	best inferred
9990	best inferred
361	best inferred
362	best inferred
363	inferred
100133220	not inferred
364	best inferred
366	best inferred
367	best inferred
368	best inferred
369	best inferred
494143	not inferred
7327	best inferred
8659	best inferred
7326	best inferred
7329	best inferred
9988	landmark
7328	best inferred
8658	best inferred
9989	best inferred
6010	inferred
7341	best inferred
8673	best inferred
8674	best inferred
7343	best inferred
8671	best inferred
6011	inferred
7342	best inferred
8672	best inferred
6014	best inferred
7345	best inferred
8677	best inferred
101927375	not inferred
6013	inferred
8678	landmark
6016	best inferred
7347	best inferred
8675	best inferred
6015	best inferred
8676	best inferred
101927376	not inferred
253260	not inferred
372	best inferred
373	best inferred
374	best inferred
375	best inferred
377	best inferred
378	best inferred
379	best inferred
338707	not inferred
6007	inferred
6006	best inferred
7337	best inferred
6009	landmark
8668	best inferred
8669	best inferred
100652748	not inferred
7352	best inferred
7351	best inferred
8685	best inferred
8682	best inferred
7353	best inferred
8683	not inferred
7356	inferred
8688	best inferred
7355	best inferred
8689	inferred
7358	landmark
7357	best inferred
8687	inferred
381	best inferred
382	best inferred
8681	not inferred
383	best inferred
7350	inferred
384	best inferred
387	landmark
388	best inferred
389	best inferred
6018	best inferred
7349	best inferred
6017	inferred
7348	inferred
6019	best inferred
7363	inferred
352954	not inferred
7365	not inferred
8693	not inferred
7364	not inferred
8694	best inferred
6036	inferred
7367	inferred
6035	best inferred
7366	inferred
6038	not inferred
7369	inferred
8697	best inferred
101929970	not inferred
6037	inferred
7368	best inferred
8698	best inferred
390	best inferred
391	best inferred
392	landmark
393	best inferred
8692	best inferred
394	best inferred
100133251	not inferred
395	best inferred
7360	best inferred
8690	best inferred
396	best inferred
397	best inferred
494115	not inferred
398	best inferred
399	best inferred
170082	not inferred
494119	not inferred
494118	not inferred
7374	best inferred
7373	best inferred
6045	best inferred
7376	landmark
7375	best inferred
6047	best inferred
7378	best inferred
101929983	not inferred
6046	best inferred
101929984	not inferred
6049	best inferred
101927322	not inferred
6048	best inferred
7379	inferred
6041	best inferred
7372	best inferred
101929989	not inferred
7371	best inferred
105378862	not inferred
100133267	not inferred
56904	best inferred
6039	best inferred
56905	best inferred
105376204	not inferred
56906	best inferred
56907	not inferred
56900	not inferred
109703458	not inferred
56901	best inferred
56902	best inferred
56903	inferred
7385	best inferred
7384	best inferred
375612	not inferred
101929991	not inferred
375611	not inferred
7386	best inferred
7389	best inferred
376940	not inferred
7388	best inferred
6059	best inferred
100528062	not inferred
6050	landmark
7381	best inferred
100528064	not inferred
7380	inferred
375616	not inferred
6051	best inferred
56910	best inferred
56915	best inferred
56916	not inferred
56917	not inferred
56918	inferred
56911	best inferred
56912	best inferred
56913	best inferred
56914	inferred
7398	landmark
56919	not inferred
7399	inferred
101927345	not inferred
7390	best inferred
375607	not inferred
7392	best inferred
7391	not inferred
102723475	not inferred
56920	best inferred
56926	best inferred
56927	not inferred
56928	not inferred
56929	best inferred
56922	best inferred
56923	not inferred
56924	landmark
56925	best inferred
352999	not inferred
101928601	not inferred
91252	not inferred
374308	not inferred
101929937	not inferred
101928603	not inferred
122402	not inferred
147700	not inferred
388946	not inferred
92579	best inferred
388931	not inferred
123722	not inferred
387601	not inferred
123720	not inferred
147710	not inferred
388939	not inferred
147719	not inferred
6098	inferred
6097	best inferred
101929950	not inferred
408186	not inferred
6092	not inferred
6091	best inferred
6094	best inferred
100528020	not inferred
6093	best inferred
100528021	not inferred
101929959	not inferred
6096	inferred
408187	not inferred
6095	best inferred
91272	not inferred
388962	not inferred
388963	not inferred
388960	not inferred
387638	not inferred
388969	best inferred
92597	not inferred
92595	best inferred
101928635	not inferred
100528030	not inferred
101928638	not inferred
134429	not inferred
100528032	not inferred
92591	not inferred
388951	not inferred
134430	not inferred
91298	best inferred
101362076	not inferred
123775	not inferred
91289	best inferred
100528017	not inferred
350383	not inferred
91283	not inferred
387640	not inferred
387680	not inferred
100505385	not inferred
374354	best inferred
375686	not inferred
374355	not inferred
101929926	not inferred
123745	not inferred
101929927	not inferred
105378803	not inferred
122416	not inferred
65121	not inferred
65123	landmark
65122	not inferred
65125	best inferred
65124	best inferred
92745	not inferred
80759	not inferred
80758	landmark
390992	not inferred
80757	best inferred
54471	best inferred
54470	best inferred
144165	not inferred
390999	inferred
102723502	not inferred
79770	best inferred
54475	best inferred
80762	best inferred
387338	not inferred
54474	inferred
79772	best inferred
80761	inferred
80760	best inferred
388667	not inferred
54472	best inferred
79774	best inferred
79777	best inferred
54478	inferred
79776	best inferred
80765	best inferred
54477	best inferred
80764	best inferred
387332	not inferred
105377189	not inferred
54476	best inferred
79778	best inferred
80763	best inferred
92737	not inferred
91404	not inferred
92736	not inferred
91408	not inferred
91409	not inferred
158798	not inferred
375346	landmark
100506888	not inferred
100505555	not inferred
388662	not inferred
80746	landmark
80745	best inferred
54482	best inferred
54480	best inferred
79760	inferred
653857	not inferred
79762	best inferred
79763	best inferred
145497	not inferred
80755	best inferred
79768	best inferred
54487	best inferred
79767	best inferred
90102	not inferred
91433	not inferred
102724813	not inferred
388695	not inferred
338398	not inferred
388692	not inferred
80778	best inferred
79791	not inferred
54492	not inferred
54491	best inferred
54490	inferred
79792	best inferred
54497	not inferred
54496	best inferred
79794	best inferred
448835	not inferred
54495	not inferred
79797	best inferred
448834	not inferred
54494	inferred
79796	not inferred
80781	best inferred
79799	inferred
79798	not inferred
387357	not inferred
54499	landmark
54498	best inferred
119180	not inferred
170463	not inferred
219833	not inferred
100505573	not inferred
338382	not inferred
390980	not inferred
144193	not inferred
79780	inferred
448831	not inferred
79782	inferred
144195	not inferred
79781	best inferred
79784	best inferred
79783	best inferred
80772	best inferred
79786	best inferred
79785	best inferred
79788	inferred
80777	best inferred
80776	best inferred
388677	best inferred
80775	best inferred
79789	best inferred
80774	best inferred
92749	not inferred
92747	not inferred
91419	not inferred
90121	best inferred
90120	not inferred
219844	not inferred
158763	not inferred
91452	not inferred
338376	not inferred
146779	not inferred
145447	not inferred
132141	not inferred
91442	inferred
219855	not inferred
219854	not inferred
90113	not inferred
375387	not inferred
91445	inferred
80789	best inferred
144132	not inferred
144124	not inferred
144125	not inferred
388698	not inferred
388697	not inferred
133482	not inferred
80790	not inferred
89122	not inferred
158787	not inferred
219865	not inferred
132158	not inferred
90141	best inferred
169436	not inferred
132160	not inferred
90139	not inferred
100505549	not inferred
340665	not inferred
219858	not inferred
133491	not inferred
91464	not inferred
90134	not inferred
219875	not inferred
92799	not inferred
219874	not inferred
90135	not inferred
219873	not inferred
92797	not inferred
219870	not inferred
400891	not inferred
91461	not inferred
145483	not inferred
145482	not inferred
339669	not inferred
338339	not inferred
340654	not inferred
219869	not inferred
339665	not inferred
100133053	not inferred
338328	not inferred
105379765	not inferred
55722	best inferred
55721	inferred
55720	best inferred
55726	best inferred
55723	best inferred
55729	best inferred
55728	not inferred
55727	inferred
219899	not inferred
220869	not inferred
338321	not inferred
338322	not inferred
100134391	not inferred
338323	not inferred
338324	not inferred
105379752	not inferred
400	best inferred
55733	best inferred
401	inferred
55732	best inferred
402	best inferred
55731	best inferred
403	best inferred
55737	best inferred
405	best inferred
326340	not inferred
406	best inferred
55735	best inferred
407	inferred
55734	best inferred
408	best inferred
409	best inferred
55739	best inferred
54407	best inferred
55738	best inferred
327657	not inferred
8710	best inferred
653808	inferred
100505502	not inferred
8711	best inferred
55740	best inferred
410	best inferred
411	best inferred
54413	best inferred
55744	best inferred
79711	not inferred
80700	best inferred
412	best inferred
55743	best inferred
79710	best inferred
55742	best inferred
79713	inferred
414	best inferred
55741	best inferred
79712	best inferred
415	inferred
8703	best inferred
55748	landmark
