Entrez ID	Type
1503	best inferred
2834	not inferred
2833	best inferred
1501	best inferred
2832	inferred
1500	landmark
2831	not inferred
2830	inferred
60401	inferred
107987472	not inferred
105370380	not inferred
107987471	not inferred
1509	landmark
1508	best inferred
2838	inferred
1506	best inferred
2837	not inferred
1504	not inferred
2835	inferred
107986175	not inferred
1514	landmark
2845	best inferred
1513	best inferred
2844	not inferred
1512	best inferred
2843	best inferred
1511	best inferred
2842	best inferred
1510	best inferred
2841	inferred
60412	not inferred
2840	inferred
346606	not inferred
1519	best inferred
2849	not inferred
2848	inferred
2847	inferred
1515	best inferred
2846	inferred
394263	not inferred
1525	best inferred
2856	not inferred
107987490	not inferred
1524	best inferred
1523	best inferred
2854	inferred
1522	best inferred
2853	inferred
201595	not inferred
1521	best inferred
2852	landmark
1520	best inferred
107987493	not inferred
2850	not inferred
107987491	not inferred
1528	best inferred
2859	inferred
1527	inferred
2857	not inferred
100287718	not inferred
2870	best inferred
165215	not inferred
1536	best inferred
2867	inferred
107986192	not inferred
1535	best inferred
2866	not inferred
60437	not inferred
1534	landmark
2865	best inferred
60436	best inferred
2864	not inferred
2863	best inferred
2862	inferred
2861	best inferred
2860	not inferred
1539	inferred
1538	inferred
2869	best inferred
1537	best inferred
2868	best inferred
153222	not inferred
2880	inferred
2878	best inferred
2877	best inferred
1545	best inferred
2876	best inferred
1544	inferred
2875	best inferred
1543	inferred
2874	not inferred
2873	best inferred
2872	best inferred
1540	best inferred
347902	best inferred
1549	not inferred
1548	inferred
2879	best inferred
727684	not inferred
2892	best inferred
2891	best inferred
2890	best inferred
84419	not inferred
1558	inferred
2889	inferred
1557	inferred
2888	best inferred
1556	inferred
2887	landmark
1555	inferred
2886	landmark
2885	best inferred
1553	inferred
1551	inferred
2882	best inferred
1559	best inferred
153241	not inferred
1572	inferred
1571	best inferred
2899	inferred
2898	best inferred
84418	not inferred
2897	best inferred
60468	best inferred
84417	not inferred
1565	best inferred
2896	landmark
60467	inferred
1564	not inferred
2895	inferred
2894	not inferred
1562	best inferred
2893	best inferred
23603	best inferred
23604	best inferred
100131829	not inferred
105369433	not inferred
23607	best inferred
23608	best inferred
23609	best inferred
1583	best inferred
1582	not inferred
1581	best inferred
286527	not inferred
1580	best inferred
23600	inferred
23601	best inferred
1579	inferred
1577	best inferred
1576	best inferred
1573	best inferred
105371763	not inferred
23614	inferred
23615	inferred
23616	best inferred
286530	not inferred
105369444	not inferred
23617	inferred
23619	inferred
285203	best inferred
1594	best inferred
1593	best inferred
1592	inferred
1591	inferred
23612	best inferred
23613	best inferred
1589	inferred
10307	best inferred
1588	best inferred
1587	inferred
10309	best inferred
1586	inferred
10308	best inferred
1585	inferred
100131840	not inferred
1584	inferred
10301	best inferred
10300	best inferred
10302	best inferred
1595	best inferred
285220	not inferred
100131860	not inferred
100131864	not inferred
165186	not inferred
441273	not inferred
441272	not inferred
100131878	not inferred
442590	not inferred
107987345	not inferred
441294	not inferred
100131894	not inferred
100131897	not inferred
286514	not inferred
107987332	not inferred
107987336	not inferred
107986004	not inferred
60625	best inferred
441282	not inferred
10370	best inferred
10371	best inferred
23683	best inferred
23685	not inferred
404281	not inferred
100130573	not inferred
23682	best inferred
10376	best inferred
100129583	not inferred
285282	best inferred
10379	best inferred
10381	best inferred
10380	inferred
10383	best inferred
10382	best inferred
118813	not inferred
118812	not inferred
100130560	not inferred
645051	not inferred
10385	best inferred
10384	best inferred
10389	best inferred
100129572	not inferred
10388	inferred
285299	not inferred
10350	not inferred
441250	not inferred
23660	best inferred
10352	best inferred
10351	best inferred
790955	not inferred
645078	not inferred
131831	not inferred
10361	not inferred
10360	best inferred
441239	not inferred
23673	best inferred
100130542	not inferred
130502	not inferred
100130540	not inferred
23676	best inferred
130507	not inferred
23677	best inferred
441234	not inferred
23678	not inferred
645073	not inferred
23670	landmark
23671	not inferred
10363	best inferred
10362	landmark
10365	best inferred
790969	not inferred
10367	best inferred
10369	best inferred
10368	best inferred
23647	landmark
23648	best inferred
285231	inferred
100130539	not inferred
23649	best inferred
129521	not inferred
285237	not inferred
23640	best inferred
23641	best inferred
23643	best inferred
503834	not inferred
23644	best inferred
23645	best inferred
23646	best inferred
503835	not inferred
503841	not inferred
116211	not inferred
100885850	not inferred
10330	best inferred
100129543	not inferred
10332	inferred
10331	best inferred
10333	best inferred
10336	best inferred
10335	not inferred
23658	landmark
23659	landmark
285242	not inferred
100885848	not inferred
23650	best inferred
100130520	not inferred
118856	not inferred
23654	best inferred
23657	best inferred
10349	not inferred
117532	not inferred
117531	not inferred
10343	inferred
10342	best inferred
100131801	not inferred
10345	inferred
10344	not inferred
10347	best inferred
10346	best inferred
100130519	not inferred
23625	not inferred
23626	inferred
100129528	not inferred
23627	inferred
23629	inferred
23620	best inferred
23621	best inferred
23623	best inferred
23624	best inferred
10316	inferred
10318	landmark
10317	inferred
10319	best inferred
100129520	not inferred
10312	best inferred
10311	best inferred
10314	best inferred
10313	best inferred
23636	landmark
23637	best inferred
105369425	not inferred
23639	best inferred
285267	not inferred
105371727	not inferred
285268	not inferred
202915	not inferred
23630	not inferred
23632	best inferred
23633	best inferred
23635	landmark
10327	best inferred
10326	inferred
10329	landmark
10328	best inferred
100131820	not inferred
100131821	not inferred
10321	best inferred
100131822	not inferred
10320	landmark
10322	best inferred
100131825	inferred
10325	best inferred
10324	inferred
100131827	not inferred
404203	not inferred
129446	not inferred
84569	not inferred
116135	not inferred
60598	best inferred
84561	best inferred
60592	not inferred
84560	inferred
344167	not inferred
118788	not inferred
84557	not inferred
84553	not inferred
84552	not inferred
116113	not inferred
83259	not inferred
116115	not inferred
344148	not inferred
201627	not inferred
201626	inferred
201625	not inferred
84572	not inferred
84570	not inferred
128153	not inferred
345462	not inferred
10291	best inferred
10290	best inferred
10293	best inferred
10295	best inferred
2909	best inferred
10294	best inferred
201633	not inferred
2900	best inferred
116179	not inferred
2908	landmark
10297	best inferred
2907	best inferred
10296	best inferred
2906	inferred
10299	best inferred
2905	best inferred
10298	landmark
2904	inferred
2903	inferred
345456	not inferred
2902	best inferred
116173	not inferred
2901	best inferred
200315	inferred
200316	inferred
200312	not inferred
2911	best inferred
2919	best inferred
2918	inferred
2917	inferred
2916	inferred
2915	best inferred
2914	inferred
2913	best inferred
2912	inferred
404220	not inferred
10270	landmark
645027	not inferred
10273	landmark
10272	best inferred
23584	not inferred
100008586	not inferred
23585	landmark
100130597	not inferred
23586	best inferred
23587	best inferred
23588	landmark
23589	best inferred
2922	best inferred
2921	best inferred
2920	landmark
116154	not inferred
23580	best inferred
23581	not inferred
23582	not inferred
116159	not inferred
23583	best inferred
404217	not inferred
10274	best inferred
2928	inferred
10277	best inferred
10276	landmark
2926	best inferred
10279	best inferred
100128274	not inferred
2925	inferred
10278	best inferred
116151	not inferred
2923	best inferred
116150	not inferred
10280	best inferred
10282	best inferred
10281	inferred
10284	best inferred
645037	not inferred
10283	not inferred
23595	best inferred
23596	best inferred
116138	best inferred
23597	landmark
96597	not inferred
23598	best inferred
129450	not inferred
1602	best inferred
1601	best inferred
2932	best inferred
1600	inferred
2931	best inferred
23590	best inferred
116143	not inferred
23591	inferred
23592	best inferred
23593	best inferred
23594	best inferred
10286	best inferred
1609	best inferred
10285	landmark
1608	best inferred
2939	not inferred
10288	best inferred
100499483	not inferred
1607	inferred
2938	best inferred
10287	best inferred
1606	best inferred
2937	best inferred
1605	landmark
2936	best inferred
10289	best inferred
1604	best inferred
2935	best inferred
100128265	not inferred
1603	best inferred
2934	best inferred
100288966	not inferred
107986035	not inferred
107987364	not inferred
60509	best inferred
107987363	not inferred
100288960	not inferred
552891	not inferred
60506	inferred
107986037	not inferred
1613	best inferred
2944	inferred
1612	best inferred
200350	not inferred
1611	best inferred
165140	not inferred
1610	inferred
2941	best inferred
2940	best inferred
552889	best inferred
1618	inferred
2949	best inferred
1617	not inferred
2948	best inferred
1616	landmark
2947	best inferred
1615	best inferred
2946	landmark
60526	best inferred
2954	landmark
1622	best inferred
2953	best inferred
1621	inferred
2952	inferred
1620	best inferred
107987351	not inferred
2950	best inferred
1629	best inferred
1628	best inferred
2959	best inferred
1627	best inferred
2958	landmark
2957	inferred
2956	landmark
128178	not inferred
393046	not inferred
107987388	not inferred
107987386	not inferred
60529	inferred
60528	landmark
107987389	not inferred
1635	landmark
2966	not inferred
84504	not inferred
200373	not inferred
1634	best inferred
2965	best inferred
84503	not inferred
1633	landmark
1632	best inferred
2963	best inferred
2962	best inferred
1630	inferred
2961	landmark
2960	best inferred
84502	not inferred
107987382	not inferred
84501	not inferred
1639	best inferred
1638	inferred
2969	inferred
2968	best inferred
1636	best inferred
2967	inferred
2980	inferred
107987377	not inferred
1646	best inferred
2977	inferred
1645	best inferred
2976	best inferred
1644	inferred
2975	best inferred
1643	landmark
2974	inferred
1642	best inferred
107987373	not inferred
1641	best inferred
2972	best inferred
107987372	not inferred
2971	best inferred
1649	best inferred
2979	inferred
1647	landmark
2978	inferred
100631383	not inferred
1660	best inferred
2990	best inferred
225689	not inferred
84519	not inferred
84518	not inferred
1657	best inferred
2988	not inferred
60559	best inferred
1656	best inferred
2987	best inferred
60558	best inferred
84525	best inferred
1655	best inferred
2986	inferred
84528	not inferred
1654	best inferred
84527	not inferred
1653	best inferred
2984	inferred
84522	not inferred
1652	best inferred
2983	best inferred
2982	best inferred
84524	not inferred
1650	best inferred
2981	inferred
346702	not inferred
84520	not inferred
1659	best inferred
319100	not inferred
319101	not inferred
1671	inferred
1670	inferred
107987397	not inferred
1668	not inferred
2999	best inferred
84515	not inferred
1667	not inferred
2998	best inferred
84514	not inferred
1666	landmark
2997	best inferred
84517	not inferred
1665	best inferred
2996	inferred
84516	best inferred
2995	best inferred
1663	best inferred
2994	inferred
107987394	not inferred
1662	landmark
2993	inferred
84513	not inferred
107986062	not inferred
2992	best inferred
60561	best inferred
60560	best inferred
100288908	not inferred
1669	inferred
154467	not inferred
130497	not inferred
84548	not inferred
1678	best inferred
84547	not inferred
1677	landmark
100500938	not inferred
1676	landmark
84549	best inferred
1675	best inferred
1674	best inferred
107986096	not inferred
1673	inferred
1672	best inferred
84545	not inferred
84542	not inferred
84541	not inferred
153129	not inferred
1690	best inferred
84529	not inferred
165100	not inferred
84539	not inferred
1687	best inferred
85865	inferred
84532	not inferred
107986084	not inferred
84530	not inferred
23729	not inferred
252862	not inferred
10417	best inferred
493861	not inferred
493860	not inferred
10419	best inferred
10418	best inferred
493869	not inferred
10411	best inferred
105372731	not inferred
10410	best inferred
10413	best inferred
10412	best inferred
100131719	not inferred
105372714	not inferred
23731	not inferred
23732	not inferred
10426	best inferred
10425	best inferred
10428	best inferred
201299	not inferred
10427	best inferred
201292	not inferred
201294	not inferred
10420	best inferred
10422	best inferred
493856	not inferred
10421	best inferred
10424	best inferred
10423	best inferred
23704	best inferred
23705	best inferred
105371419	not inferred
23708	best inferred
105371405	not inferred
105371409	not inferred
23710	best inferred
10404	best inferred
10403	best inferred
10406	best inferred
10408	inferred
10407	inferred
10409	best inferred
10400	best inferred
10402	best inferred
10401	best inferred
493829	not inferred
107987201	not inferred
107987200	not inferred
107987205	not inferred
100131755	best inferred
84701	not inferred
252884	not inferred
84700	not inferred
105372798	not inferred
105371448	not inferred
107987211	not inferred
442247	not inferred
105369140	not inferred
647589	not inferred
10491	landmark
10490	best inferred
10493	landmark
10492	best inferred
94086	not inferred
117854	not inferred
100130451	not inferred
154807	not inferred
100129460	best inferred
359710	not inferred
94081	best inferred
115201	best inferred
10495	best inferred
10494	landmark
10497	best inferred
10499	best inferred
128506	not inferred
10498	best inferred
286254	not inferred
286256	not inferred
286257	not inferred
129831	not inferred
116512	not inferred
100130442	not inferred
646262	not inferred
116519	not inferred
100128124	not inferred
286262	not inferred
142827	not inferred
100129447	not inferred
100130436	not inferred
10471	best inferred
727800	best inferred
100130433	not inferred
23784	not inferred
23786	best inferred
23787	best inferred
23788	best inferred
444882	not inferred
442213	not inferred
23780	best inferred
116511	not inferred
10473	best inferred
10472	best inferred
100533177	not inferred
10475	best inferred
100533178	not inferred
10474	best inferred
10477	inferred
10476	best inferred
286272	not inferred
10479	best inferred
10478	best inferred
345079	not inferred
10480	best inferred
100862847	not inferred
10482	best inferred
100128108	not inferred
10481	inferred
154810	not inferred
100128107	not inferred
94097	not inferred
646282	best inferred
100533181	not inferred
10484	best inferred
10483	best inferred
10486	best inferred
10485	best inferred
10488	best inferred
129804	not inferred
100533183	not inferred
10487	best inferred
10489	landmark
129807	not inferred
23768	best inferred
129880	not inferred
23769	best inferred
129881	not inferred
128553	best inferred
345062	not inferred
286204	not inferred
286205	inferred
23760	best inferred
23761	best inferred
286207	not inferred
23762	best inferred
23764	best inferred
23765	best inferred
23767	best inferred
10459	not inferred
10458	best inferred
10451	landmark
10450	landmark
10452	best inferred
10455	best inferred
10454	inferred
10457	best inferred
10456	best inferred
23779	not inferred
346389	not inferred
10460	best inferred
23774	best inferred
10469	best inferred
23770	best inferred
10462	best inferred
10461	best inferred
10464	best inferred
129868	not inferred
10463	best inferred
10466	best inferred
10465	best inferred
10468	best inferred
10467	best inferred
23746	inferred
100129408	not inferred
100129407	not inferred
105372704	not inferred
286223	not inferred
100129406	not inferred
23741	not inferred
23742	inferred
23743	best inferred
130813	not inferred
130814	inferred
10437	inferred
10436	not inferred
10439	best inferred
10438	best inferred
100861540	not inferred
10430	best inferred
10432	best inferred
10435	best inferred
10434	landmark
23759	best inferred
286234	not inferred
129852	not inferred
116535	not inferred
116534	not inferred
23753	best inferred
115207	best inferred
130827	not inferred
115209	not inferred
10447	best inferred
116540	not inferred
10449	best inferred
359787	not inferred
116541	not inferred
10440	best inferred
10444	best inferred
10443	best inferred
347688	not inferred
10446	best inferred
10445	best inferred
94005	not inferred
727866	not inferred
57060	best inferred
57062	best inferred
116496	best inferred
84687	not inferred
84689	not inferred
84688	not inferred
139135	not inferred
84684	not inferred
84681	not inferred
84680	not inferred
727857	not inferred
727851	not inferred
84679	best inferred
84676	not inferred
84675	not inferred
84678	not inferred
84671	not inferred
84674	not inferred
152100	not inferred
94027	not inferred
94026	inferred
94025	inferred
129787	not inferred
57088	best inferred
127124	not inferred
57089	best inferred
57082	best inferred
57084	best inferred
57085	not inferred
152118	not inferred
152110	not inferred
154790	not inferred
154791	not inferred
100128198	not inferred
57091	best inferred
94015	not inferred
57092	best inferred
153443	not inferred
100533105	not inferred
100533106	not inferred
57097	best inferred
57099	best inferred
57093	not inferred
166752	not inferred
57094	not inferred
57095	not inferred
57096	inferred
116461	not inferred
100128184	not inferred
84698	not inferred
84699	not inferred
84694	not inferred
84693	not inferred
84696	not inferred
84695	inferred
84690	not inferred
84692	not inferred
84691	not inferred
130752	not inferred
100128170	not inferred
83394	inferred
94039	not inferred
94031	not inferred
94030	not inferred
94033	not inferred
94032	not inferred
100128160	not inferred
115196	not inferred
139105	not inferred
347744	not inferred
10390	best inferred
128497	not inferred
347741	not inferred
10392	best inferred
10391	best inferred
10394	inferred
154743	not inferred
10393	best inferred
100129480	not inferred
100129482	best inferred
727837	not inferred
10396	best inferred
1719	best inferred
10395	best inferred
347736	not inferred
1718	best inferred
10398	landmark
1717	best inferred
10397	best inferred
1716	best inferred
347733	best inferred
10399	best inferred
347732	not inferred
347735	not inferred
347734	not inferred
94059	not inferred
347731	not inferred
128486	not inferred
347730	not inferred
128488	not inferred
201305	not inferred
100130463	not inferred
94056	not inferred
727830	not inferred
727832	not inferred
1723	best inferred
1720	inferred
1729	best inferred
1728	best inferred
1727	best inferred
1725	best inferred
105369155	not inferred
100287513	not inferred
107987243	not inferred
107987248	not inferred
107987247	not inferred
60626	best inferred
1734	best inferred
1733	best inferred
1731	not inferred
1730	best inferred
347715	not inferred
1739	best inferred
1738	landmark
1737	best inferred
1736	best inferred
1735	best inferred
107987233	not inferred
202658	not inferred
107987231	not inferred
107987238	not inferred
107987237	not inferred
164153	not inferred
107987236	not inferred
107987235	not inferred
1745	not inferred
1743	best inferred
1742	best inferred
1741	best inferred
1740	best inferred
152189	not inferred
1749	best inferred
1748	inferred
1747	not inferred
1746	inferred
152185	inferred
105369176	not inferred
57001	best inferred
200008	not inferred
84618	not inferred
84617	landmark
107987269	not inferred
84619	inferred
1756	best inferred
200010	not inferred
1755	inferred
57007	best inferred
84624	not inferred
84627	not inferred
84626	not inferred
57002	not inferred
107987263	not inferred
57003	best inferred
84620	not inferred
1750	inferred
84623	not inferred
84622	not inferred
107987260	not inferred
1759	landmark
1758	inferred
1757	best inferred
100288814	not inferred
105369189	not inferred
1770	inferred
57010	not inferred
107987254	not inferred
107987253	not inferred
200014	not inferred
1767	not inferred
57017	best inferred
84614	not inferred
57018	best inferred
57019	landmark
84616	not inferred
1763	best inferred
1762	inferred
1761	inferred
84612	inferred
1760	best inferred
57016	best inferred
105369184	not inferred
1769	not inferred
1768	best inferred
96626	inferred
153478	not inferred
100288801	not inferred
105369199	not inferred
1781	best inferred
57020	best inferred
107987289	not inferred
1780	best inferred
164127	not inferred
107987288	not inferred
166785	not inferred
84639	not inferred
1778	best inferred
84647	not inferred
1777	best inferred
1776	best inferred
60678	not inferred
84649	not inferred
1775	inferred
60677	not inferred
84648	not inferred
1774	best inferred
60676	inferred
84643	not inferred
107987285	not inferred
1773	best inferred
60675	not inferred
139170	not inferred
57026	not inferred
84645	not inferred
200030	not inferred
60673	best inferred
152138	not inferred
60672	best inferred
152137	not inferred
84641	not inferred
84640	not inferred
105370199	not inferred
154796	best inferred
164118	not inferred
442191	not inferred
1791	inferred
442194	inferred
107987276	not inferred
84629	not inferred
84628	not inferred
200035	not inferred
727897	best inferred
57030	inferred
1789	best inferred
84636	not inferred
1788	landmark
1787	best inferred
1786	landmark
1785	best inferred
57035	best inferred
84632	not inferred
60686	best inferred
84631	not inferred
1783	best inferred
57037	best inferred
60685	best inferred
84634	not inferred
57038	inferred
60684	best inferred
100653049	not inferred
60682	best inferred
60681	best inferred
84630	not inferred
60680	not inferred
139189	not inferred
57045	best inferred
84669	best inferred
84668	not inferred
1798	best inferred
1797	best inferred
1796	best inferred
57046	not inferred
84665	not inferred
1795	best inferred
57047	inferred
1794	best inferred
57048	landmark
84667	not inferred
1793	best inferred
84666	not inferred
84661	not inferred
84660	not inferred
84662	not inferred
57053	best inferred
57054	not inferred
57055	not inferred
57050	best inferred
100653061	not inferred
101180976	not inferred
166793	not inferred
84658	inferred
493753	not inferred
107987291	not inferred
107987290	not inferred
84659	not inferred
57057	not inferred
84654	not inferred
84656	best inferred
84650	not inferred
84651	not inferred
100287478	not inferred
10536	best inferred
10535	best inferred
252983	not inferred
10538	best inferred
10537	not inferred
10539	best inferred
100132923	inferred
10531	best inferred
10534	best inferred
10533	best inferred
105369205	not inferred
105372836	not inferred
105369201	not inferred
100288797	not inferred
105369209	not inferred
10549	best inferred
252995	not inferred
10548	not inferred
441061	not inferred
10541	best inferred
200081	landmark
10540	best inferred
10542	best inferred
10544	best inferred
100131608	not inferred
105369216	not inferred
105369214	not inferred
105369212	not inferred
105369210	not inferred
10514	best inferred
10513	landmark
10516	best inferred
10518	best inferred
10517	not inferred
10519	best inferred
252969	not inferred
10512	best inferred
404093	best inferred
286319	not inferred
100287441	not inferred
10525	landmark
58503	inferred
10524	best inferred
10527	best inferred
58505	not inferred
10526	best inferred
58504	best inferred
10529	best inferred
10528	best inferred
58500	best inferred
10521	best inferred
10520	best inferred
58506	not inferred
10523	landmark
58509	best inferred
10522	best inferred
58508	not inferred
105369236	not inferred
105369233	not inferred
441027	not inferred
442361	not inferred
441024	best inferred
105369239	not inferred
58513	best inferred
58516	best inferred
84803	not inferred
58515	not inferred
58510	best inferred
58512	not inferred
58511	inferred
164091	not inferred
100132963	not inferred
105369230	not inferred
58517	best inferred
152098	not inferred
105369246	not inferred
105369247	not inferred
105369244	not inferred
105369243	not inferred
58525	best inferred
58524	not inferred
10505	best inferred
58527	not inferred
58526	best inferred
10507	best inferred
10509	not inferred
105369240	not inferred
105369241	not inferred
105372883	not inferred
58529	best inferred
58528	best inferred
10501	best inferred
10500	best inferred
105369257	not inferred
105369258	not inferred
105369254	not inferred
58530	inferred
84816	not inferred
84818	best inferred
84817	not inferred
84823	best inferred
57205	best inferred
441054	not inferred
58538	not inferred
84824	not inferred
58531	not inferred
58533	landmark
84820	inferred
100131654	not inferred
57209	best inferred
105369266	not inferred
100287404	not inferred
105369264	not inferred
84809	best inferred
84808	not inferred
57210	not inferred
84804	best inferred
84807	not inferred
57215	landmark
84812	not inferred
57216	not inferred
84811	not inferred
57217	not inferred
84814	not inferred
57211	best inferred
57212	best inferred
100132994	not inferred
57213	best inferred
57214	inferred
493911	not inferred
286365	not inferred
648791	not inferred
100130331	inferred
116412	not inferred
442319	not inferred
493901	not inferred
404037	not inferred
286380	not inferred
285051	not inferred
286382	not inferred
100128001	not inferred
10590	best inferred
10592	best inferred
100130314	not inferred
10591	best inferred
100130311	not inferred
130733	not inferred
359845	not inferred
10594	best inferred
100129322	not inferred
10595	inferred
100129324	not inferred
10598	best inferred
10599	inferred
100130302	not inferred
727910	not inferred
100130301	not inferred
345193	not inferred
130749	not inferred
727905	not inferred
100129311	not inferred
10570	best inferred
128434	not inferred
100129307	not inferred
116447	not inferred
116449	not inferred
116448	not inferred
646174	not inferred
10579	best inferred
115123	best inferred
10572	best inferred
10574	best inferred
10573	best inferred
10576	best inferred
10575	best inferred
10578	best inferred
10577	best inferred
10581	best inferred
286336	not inferred
10580	best inferred
115106	not inferred
116441	not inferred
115111	not inferred
116443	not inferred
116442	not inferred
116444	not inferred
128414	not inferred
10585	best inferred
10584	inferred
10587	best inferred
10586	inferred
10589	landmark
10588	best inferred
286343	not inferred
105372824	not inferred
285016	not inferred
503618	not inferred
503614	not inferred
10558	best inferred
10557	landmark
10559	landmark
10550	best inferred
10552	best inferred
10551	best inferred
10554	best inferred
10553	best inferred
128408	not inferred
10556	best inferred
10555	best inferred
285025	not inferred
100534599	not inferred
10569	not inferred
100287482	not inferred
10568	best inferred
10561	best inferred
10560	best inferred
10563	inferred
100132911	not inferred
10562	inferred
10565	best inferred
10564	best inferred
100534592	not inferred
10567	best inferred
10566	best inferred
286362	not inferred
100132916	not inferred
129684	not inferred
57180	best inferred
129685	not inferred
57185	best inferred
57186	not inferred
116369	not inferred
57187	best inferred
57188	best inferred
57181	not inferred
57182	not inferred
94122	not inferred
94121	not inferred
57184	not inferred
94120	not inferred
116372	inferred
574037	not inferred
57189	not inferred
83479	not inferred
116379	not inferred
127018	not inferred
83478	best inferred
83473	not inferred
83475	best inferred
94115	not inferred
57190	not inferred
57191	not inferred
128344	not inferred
128346	not inferred
166614	best inferred
57198	best inferred
57192	landmark
57194	best inferred
116362	not inferred
83468	best inferred
84798	not inferred
83461	best inferred
84792	not inferred
128338	not inferred
83464	best inferred
84795	not inferred
83463	best inferred
83460	best inferred
84790	inferred
100128088	not inferred
154661	best inferred
154664	not inferred
166647	best inferred
127003	not inferred
153339	not inferred
115019	not inferred
127002	not inferred
142680	not inferred
100128071	not inferred
115024	not inferred
142679	not inferred
142678	not inferred
94137	not inferred
346562	inferred
1809	best inferred
116337	not inferred
153328	not inferred
94134	best inferred
1800	best inferred
142684	inferred
142683	not inferred
100129393	not inferred
142686	not inferred
142685	not inferred
152007	not inferred
152006	best inferred
1808	best inferred
1807	inferred
83483	best inferred
142689	not inferred
1806	best inferred
1805	best inferred
152002	not inferred
1804	best inferred
83480	best inferred
100129396	not inferred
1803	best inferred
1802	landmark
83482	inferred
1801	not inferred
83481	best inferred
100129397	not inferred
127062	not inferred
345222	not inferred
127069	not inferred
131965	not inferred
94160	not inferred
127068	not inferred
127066	not inferred
727940	not inferred
100130372	not inferred
127064	not inferred
1811	inferred
100130370	not inferred
1810	best inferred
143941	not inferred
727936	not inferred
1819	best inferred
1816	inferred
1815	inferred
100129385	not inferred
1814	inferred
1813	inferred
1812	inferred
128387	not inferred
127059	not inferred
100130361	not inferred
1822	best inferred
1821	inferred
1820	best inferred
1829	landmark
1828	best inferred
1827	best inferred
285093	not inferred
1826	best inferred
1825	best inferred
1824	best inferred
1823	best inferred
347862	not inferred
407977	not inferred
100130357	not inferred
727961	not inferred
128371	not inferred
128372	not inferred
1833	inferred
1832	best inferred
1831	landmark
100129361	not inferred
1830	best inferred
574016	not inferred
1839	best inferred
1838	best inferred
346528	not inferred
1837	best inferred
100129363	not inferred
1836	best inferred
347853	inferred
346525	not inferred
1834	inferred
128366	not inferred
128367	not inferred
100130348	not inferred
128368	not inferred
100130345	not inferred
727957	not inferred
128360	not inferred
1844	best inferred
1843	best inferred
1842	best inferred
1841	best inferred
1840	not inferred
574028	not inferred
1849	best inferred
346517	not inferred
1848	landmark
1847	best inferred
1846	landmark
1845	landmark
153396	not inferred
105369277	not inferred
105369275	not inferred
105369276	not inferred
84717	not inferred
164045	not inferred
107987125	not inferred
1855	best inferred
57105	inferred
1854	best inferred
57106	not inferred
57107	best inferred
84726	best inferred
1852	inferred
84725	not inferred
57101	best inferred
84720	best inferred
1850	best inferred
57102	best inferred
57103	best inferred
84722	landmark
57104	best inferred
105369273	not inferred
105369274	not inferred
105369271	not inferred
1859	best inferred
57109	best inferred
1857	best inferred
1856	best inferred
724066	not inferred
84709	not inferred
57110	best inferred
57111	best inferred
84706	not inferred
84705	best inferred
84708	not inferred
84707	not inferred
57116	inferred
57117	best inferred
57118	best inferred
57119	inferred
1861	landmark
57113	inferred
57115	best inferred
105371591	not inferred
105371598	not inferred
1869	best inferred
152065	not inferred
1880	best inferred
57120	not inferred
57121	not inferred
57122	best inferred
201456	not inferred
1877	best inferred
57127	best inferred
1876	best inferred
57128	best inferred
1875	best inferred
57129	not inferred
83417	not inferred
1874	best inferred
83416	not inferred
84747	best inferred
200132	not inferred
107987142	not inferred
57124	best inferred
1871	best inferred
57125	inferred
1870	landmark
57126	inferred
105370295	not inferred
105370298	not inferred
152078	not inferred
1879	not inferred
127074	not inferred
1891	landmark
57130	best inferred
1890	best inferred
57132	best inferred
84727	not inferred
127077	not inferred
84735	not inferred
57139	not inferred
84734	not inferred
115098	not inferred
201475	not inferred
57134	best inferred
57135	not inferred
57136	best inferred
84733	inferred
83401	not inferred
1889	best inferred
58473	best inferred
57142	best inferred
58472	landmark
57143	not inferred
58475	not inferred
57144	best inferred
57140	best inferred
57149	landmark
84767	not inferred
83439	best inferred
140032	not inferred
1896	best inferred
84769	not inferred
58477	best inferred
1894	best inferred
57146	best inferred
58476	not inferred
107987163	not inferred
1893	best inferred
57147	landmark
84766	not inferred
1892	best inferred
57148	best inferred
58478	landmark
84765	not inferred
200150	not inferred
152015	inferred
57152	inferred
58484	not inferred
57153	not inferred
58483	inferred
57154	best inferred
58486	best inferred
165324	not inferred
166655	not inferred
107987155	not inferred
58485	not inferred
58480	not inferred
84749	not inferred
57150	best inferred
200159	not inferred
57151	inferred
107987158	not inferred
84759	best inferred
57156	not inferred
58488	best inferred
57157	best inferred
58487	best inferred
84752	not inferred
57158	best inferred
200162	not inferred
57159	not inferred
58489	not inferred
84750	not inferred
139067	not inferred
139065	not inferred
94104	best inferred
94103	not inferred
96764	best inferred
94107	not inferred
58495	best inferred
58494	best inferred
57165	best inferred
58497	landmark
107987188	not inferred
58496	not inferred
58491	not inferred
94101	not inferred
58490	not inferred
57161	best inferred
58493	not inferred
57162	best inferred
58492	not inferred
57167	not inferred
58499	not inferred
57168	not inferred
58498	inferred
57169	not inferred
84787	not inferred
200172	not inferred
83451	best inferred
83450	best inferred
83452	best inferred
153364	not inferred
57175	best inferred
57176	not inferred
57171	best inferred
57172	best inferred
83448	best inferred
84779	inferred
200186	not inferred
83447	inferred
200185	not inferred
83449	inferred
57178	landmark
83444	best inferred
84775	not inferred
139081	inferred
107987175	not inferred
